#K-Path          Energy     s    p    d    tot
# NKPTS & NBANDS:  80 176
# Band-Index:    1
   1.47167    -20.798686  0.000  0.000  0.000  0.000
   1.45171    -20.798687  0.000  0.000  0.000  0.000
   1.45171    -20.798687  0.000  0.000  0.000  0.000
   1.42349    -20.798678  0.000  0.000  0.000  0.000
   1.39526    -20.798653  0.000  0.000  0.000  0.000
   1.36704    -20.798614  0.000  0.000  0.000  0.000
   1.33882    -20.798559  0.000  0.000  0.000  0.000
   1.31059    -20.798491  0.000  0.000  0.000  0.000
   1.28237    -20.798412  0.000  0.000  0.000  0.000
   1.25414    -20.798323  0.000  0.000  0.000  0.000
   1.22592    -20.798228  0.000  0.000  0.000  0.000
   1.19769    -20.798129  0.000  0.000  0.000  0.000
   1.16947    -20.798028  0.000  0.000  0.000  0.000
   1.14125    -20.797929  0.000  0.000  0.000  0.000
   1.11302    -20.797834  0.000  0.000  0.000  0.000
   1.08480    -20.797744  0.000  0.000  0.000  0.000
   1.05657    -20.797666  0.000  0.000  0.000  0.000
   1.02835    -20.797597  0.000  0.000  0.000  0.000
   1.00013    -20.797541  0.000  0.000  0.000  0.000
   0.97190    -20.797500  0.000  0.000  0.000  0.000
   0.94368    -20.797476  0.000  0.000  0.000  0.000
   0.91545    -20.797467  0.000  0.000  0.000  0.000
   0.91545    -20.797467  0.000  0.000  0.000  0.000
   0.89550    -20.797468  0.000  0.000  0.000  0.000
   0.87554    -20.797468  0.000  0.000  0.000  0.000
   0.85558    -20.797469  0.000  0.000  0.000  0.000
   0.83562    -20.797470  0.000  0.000  0.000  0.000
   0.81567    -20.797472  0.000  0.000  0.000  0.000
   0.79571    -20.797475  0.000  0.000  0.000  0.000
   0.77575    -20.797477  0.000  0.000  0.000  0.000
   0.75579    -20.797480  0.000  0.000  0.000  0.000
   0.73584    -20.797483  0.000  0.000  0.000  0.000
   0.71588    -20.797486  0.000  0.000  0.000  0.000
   0.69592    -20.797488  0.000  0.000  0.000  0.000
   0.67596    -20.797490  0.000  0.000  0.000  0.000
   0.65600    -20.797492  0.000  0.000  0.000  0.000
   0.63605    -20.797494  0.000  0.000  0.000  0.000
   0.61609    -20.797495  0.000  0.000  0.000  0.000
   0.59613    -20.797496  0.000  0.000  0.000  0.000
   0.57617    -20.797498  0.000  0.000  0.000  0.000
   0.55622    -20.797499  0.000  0.000  0.000  0.000
   0.53626    -20.797502  0.000  0.000  0.000  0.000
   0.53626    -20.797502  0.000  0.000  0.000  0.000
   0.50804    -20.797507  0.000  0.000  0.000  0.000
   0.47981    -20.797531  0.000  0.000  0.000  0.000
   0.45159    -20.797571  0.000  0.000  0.000  0.000
   0.42336    -20.797627  0.000  0.000  0.000  0.000
   0.39514    -20.797696  0.000  0.000  0.000  0.000
   0.36691    -20.797778  0.000  0.000  0.000  0.000
   0.33869    -20.797866  0.000  0.000  0.000  0.000
   0.31047    -20.797962  0.000  0.000  0.000  0.000
   0.28224    -20.798062  0.000  0.000  0.000  0.000
   0.25402    -20.798162  0.000  0.000  0.000  0.000
   0.22579    -20.798262  0.000  0.000  0.000  0.000
   0.19757    -20.798358  0.000  0.000  0.000  0.000
   0.16935    -20.798447  0.000  0.000  0.000  0.000
   0.14112    -20.798527  0.000  0.000  0.000  0.000
   0.11290    -20.798596  0.000  0.000  0.000  0.000
   0.08467    -20.798651  0.000  0.000  0.000  0.000
   0.05645    -20.798692  0.000  0.000  0.000  0.000
   0.02822    -20.798717  0.000  0.000  0.000  0.000
   0.00000    -20.798724  0.000  0.000  0.000  0.000
 
# Band-Index:    5
   0.00000    -14.409026  0.076  0.006  0.000  0.082
   0.02822    -14.408536  0.076  0.006  0.000  0.082
   0.05645    -14.407074  0.075  0.006  0.000  0.082
   0.08467    -14.404668  0.075  0.006  0.000  0.081
   0.11290    -14.401373  0.073  0.006  0.000  0.080
   0.14112    -14.397262  0.072  0.006  0.000  0.079
   0.16935    -14.392425  0.070  0.007  0.000  0.076
   0.19757    -14.386977  0.067  0.007  0.000  0.075
   0.22579    -14.381047  0.064  0.007  0.000  0.071
   0.25402    -14.374776  0.061  0.007  0.000  0.068
   0.28224    -14.368327  0.057  0.008  0.000  0.065
   0.31047    -14.361870  0.052  0.008  0.000  0.060
   0.33869    -14.355590  0.049  0.008  0.000  0.057
   0.36691    -14.349668  0.043  0.008  0.000  0.052
   0.39514    -14.344285  0.038  0.009  0.000  0.047
   0.42336    -14.339608  0.034  0.008  0.001  0.044
   0.45159    -14.335791  0.032  0.008  0.001  0.041
   0.47981    -14.332964  0.029  0.008  0.001  0.038
   0.50804    -14.331226  0.027  0.008  0.001  0.037
   0.53626    -14.330639  0.027  0.008  0.001  0.036
   0.53626    -14.330639  0.027  0.008  0.001  0.036
   0.55622    -14.330341  0.027  0.008  0.001  0.036
   0.57617    -14.329451  0.027  0.008  0.001  0.036
   0.59613    -14.327981  0.027  0.008  0.001  0.036
   0.61609    -14.325949  0.026  0.008  0.001  0.036
   0.63605    -14.323383  0.026  0.008  0.001  0.036
   0.65600    -14.320318  0.026  0.009  0.001  0.036
   0.67596    -14.316801  0.027  0.009  0.001  0.036
   0.69592    -14.312886  0.027  0.009  0.001  0.036
   0.71588    -14.308643  0.027  0.009  0.001  0.037
   0.73584    -14.304153  0.027  0.009  0.001  0.037
   0.75579    -14.299516  0.027  0.009  0.001  0.037
   0.77575    -14.294846  0.028  0.009  0.001  0.037
   0.79571    -14.290276  0.027  0.008  0.001  0.038
   0.81567    -14.285961  0.028  0.009  0.001  0.038
   0.83562    -14.282071  0.029  0.009  0.001  0.038
   0.85558    -14.278788  0.028  0.009  0.001  0.039
   0.87554    -14.276284  0.029  0.009  0.001  0.039
   0.89550    -14.274711  0.029  0.009  0.001  0.039
   0.91545    -14.274174  0.029  0.009  0.001  0.039
   0.91545    -14.274174  0.029  0.009  0.001  0.039
   0.94368    -14.274613  0.030  0.009  0.001  0.040
   0.97190    -14.275912  0.033  0.009  0.001  0.043
   1.00013    -14.278027  0.036  0.009  0.001  0.047
   1.02835    -14.280881  0.042  0.009  0.001  0.052
   1.05657    -14.284379  0.047  0.009  0.001  0.057
   1.08480    -14.288404  0.054  0.009  0.001  0.065
   1.11302    -14.292828  0.062  0.009  0.001  0.072
   1.14125    -14.297516  0.070  0.009  0.000  0.080
   1.16947    -14.302332  0.077  0.009  0.000  0.087
   1.19769    -14.307143  0.085  0.009  0.000  0.095
   1.22592    -14.311819  0.093  0.009  0.000  0.102
   1.25414    -14.316240  0.099  0.009  0.000  0.107
   1.28237    -14.320300  0.104  0.009  0.000  0.113
   1.31059    -14.323900  0.110  0.008  0.000  0.119
   1.33882    -14.326959  0.114  0.008  0.000  0.122
   1.36704    -14.329409  0.118  0.008  0.000  0.126
   1.39526    -14.331198  0.120  0.008  0.000  0.128
   1.42349    -14.332287  0.121  0.008  0.000  0.129
   1.45171    -14.332653  0.122  0.008  0.000  0.131
   1.45171    -14.332653  0.122  0.008  0.000  0.131
   1.47167    -14.333516  0.121  0.008  0.000  0.130
   1.49163    -14.336018  0.118  0.008  0.000  0.126
   1.51159    -14.339921  0.114  0.008  0.000  0.122
   1.53154    -14.344905  0.109  0.007  0.000  0.116
   1.55150    -14.350635  0.104  0.007  0.000  0.112
   1.57146    -14.356807  0.100  0.008  0.000  0.107
   1.59142    -14.363168  0.096  0.007  0.000  0.103
   1.61137    -14.369511  0.092  0.007  0.000  0.099
   1.63133    -14.375674  0.089  0.007  0.000  0.096
   1.65129    -14.381528  0.085  0.007  0.000  0.093
   1.67125    -14.386975  0.084  0.006  0.000  0.091
   1.69120    -14.391933  0.082  0.006  0.000  0.088
   1.71116    -14.396339  0.080  0.006  0.000  0.087
   1.73112    -14.400142  0.079  0.006  0.000  0.085
   1.75108    -14.403303  0.079  0.006  0.000  0.085
   1.77103    -14.405792  0.077  0.006  0.000  0.083
   1.79099    -14.407584  0.077  0.006  0.000  0.083
   1.81095    -14.408665  0.076  0.006  0.000  0.083
   1.83091    -14.409026  0.076  0.006  0.000  0.082
 
# Band-Index:    6
   1.83091    -14.403851  0.086  0.007  0.000  0.092
   1.81095    -14.403506  0.086  0.007  0.000  0.092
   1.79099    -14.402470  0.086  0.007  0.000  0.092
   1.77103    -14.400755  0.087  0.007  0.000  0.093
   1.75108    -14.398375  0.087  0.007  0.000  0.094
   1.73112    -14.395354  0.087  0.007  0.000  0.095
   1.71116    -14.391725  0.089  0.007  0.000  0.096
   1.69120    -14.387524  0.090  0.007  0.000  0.098
   1.67125    -14.382802  0.092  0.007  0.000  0.098
   1.65129    -14.377620  0.094  0.007  0.000  0.101
   1.63133    -14.372056  0.095  0.007  0.000  0.103
   1.61137    -14.366205  0.098  0.007  0.000  0.105
   1.59142    -14.360191  0.101  0.007  0.000  0.108
   1.57146    -14.354164  0.103  0.008  0.000  0.111
   1.55150    -14.348317  0.108  0.008  0.000  0.115
   1.53154    -14.342886  0.111  0.008  0.000  0.119
   1.51159    -14.338155  0.115  0.008  0.000  0.124
   1.49163    -14.334440  0.118  0.008  0.000  0.127
   1.47167    -14.332050  0.122  0.008  0.000  0.130
   1.45171    -14.331224  0.122  0.008  0.000  0.131
   1.45171    -14.331224  0.122  0.008  0.000  0.131
   1.42349    -14.330857  0.121  0.008  0.000  0.129
   1.39526    -14.329768  0.120  0.008  0.000  0.128
   1.36704    -14.327979  0.118  0.008  0.000  0.126
   1.33882    -14.325528  0.114  0.008  0.000  0.122
   1.31059    -14.322468  0.110  0.008  0.000  0.119
   1.28237    -14.318867  0.104  0.009  0.000  0.113
   1.25414    -14.314807  0.099  0.009  0.000  0.107
   1.22592    -14.310384  0.092  0.009  0.000  0.102
   1.19769    -14.305707  0.085  0.009  0.000  0.095
   1.16947    -14.300894  0.077  0.009  0.000  0.087
   1.14125    -14.296077  0.070  0.009  0.000  0.080
   1.11302    -14.291387  0.062  0.009  0.001  0.072
   1.08480    -14.286962  0.054  0.009  0.001  0.065
   1.05657    -14.282935  0.047  0.009  0.001  0.057
   1.02835    -14.279437  0.042  0.009  0.001  0.052
   1.00013    -14.276581  0.036  0.009  0.001  0.047
   0.97190    -14.274466  0.033  0.009  0.001  0.043
   0.94368    -14.273166  0.030  0.009  0.001  0.040
   0.91545    -14.272727  0.029  0.009  0.001  0.039
   0.91545    -14.272727  0.029  0.009  0.001  0.039
   0.89550    -14.273258  0.029  0.009  0.001  0.039
   0.87554    -14.274814  0.029  0.009  0.001  0.039
   0.85558    -14.277292  0.029  0.009  0.001  0.039
   0.83562    -14.280542  0.029  0.009  0.001  0.038
   0.81567    -14.284392  0.028  0.009  0.001  0.039
   0.79571    -14.288665  0.028  0.010  0.001  0.038
   0.77575    -14.293190  0.028  0.009  0.001  0.038
   0.75579    -14.297816  0.027  0.009  0.001  0.037
   0.73584    -14.302411  0.028  0.009  0.001  0.037
   0.71588    -14.306861  0.027  0.009  0.001  0.037
   0.69592    -14.311067  0.027  0.009  0.001  0.037
   0.67596    -14.314949  0.027  0.009  0.001  0.036
   0.65600    -14.318436  0.027  0.009  0.001  0.037
   0.63605    -14.321475  0.027  0.009  0.001  0.037
   0.61609    -14.324020  0.027  0.008  0.001  0.036
   0.59613    -14.326035  0.027  0.008  0.001  0.036
   0.57617    -14.327493  0.027  0.008  0.001  0.036
   0.55622    -14.328376  0.027  0.008  0.001  0.036
   0.53626    -14.328672  0.027  0.008  0.001  0.036
   0.53626    -14.328672  0.027  0.008  0.001  0.036
   0.50804    -14.329245  0.027  0.008  0.001  0.037
   0.47981    -14.330945  0.029  0.008  0.001  0.039
   0.45159    -14.333708  0.033  0.008  0.001  0.042
   0.42336    -14.337433  0.035  0.009  0.001  0.045
   0.39514    -14.341986  0.039  0.009  0.001  0.049
   0.36691    -14.347214  0.045  0.008  0.000  0.054
   0.33869    -14.352943  0.050  0.008  0.000  0.059
   0.31047    -14.358999  0.055  0.008  0.000  0.064
   0.28224    -14.365202  0.060  0.008  0.000  0.067
   0.25402    -14.371377  0.063  0.007  0.000  0.072
   0.22579    -14.377361  0.068  0.007  0.000  0.077
   0.19757    -14.383005  0.073  0.008  0.000  0.080
   0.16935    -14.388176  0.075  0.008  0.000  0.084
   0.14112    -14.392755  0.080  0.008  0.000  0.087
   0.11290    -14.396640  0.082  0.007  0.000  0.089
   0.08467    -14.399747  0.083  0.007  0.000  0.090
   0.05645    -14.402012  0.084  0.007  0.000  0.091
   0.02822    -14.403390  0.086  0.007  0.000  0.092
   0.00000    -14.403851  0.086  0.007  0.000  0.092
 
# Band-Index:    7
   0.00000    -14.293491  0.026  0.002  0.000  0.028
   0.02822    -14.292837  0.026  0.002  0.000  0.028
   0.05645    -14.290881  0.024  0.002  0.000  0.026
   0.08467    -14.287637  0.024  0.002  0.000  0.026
   0.11290    -14.283135  0.022  0.002  0.000  0.023
   0.14112    -14.277415  0.020  0.002  0.000  0.022
   0.16935    -14.270533  0.018  0.002  0.000  0.020
   0.19757    -14.262560  0.018  0.002  0.000  0.020
   0.22579    -14.253589  0.016  0.002  0.000  0.016
   0.25402    -14.243733  0.012  0.002  0.000  0.014
   0.28224    -14.233138  0.010  0.002  0.000  0.012
   0.31047    -14.221988  0.010  0.000  0.000  0.010
