#K-Path          Energy     s    p    d    tot
# NKPTS & NBANDS:  60 192
# Band-Index:    1
   1.39184    -21.416655  0.000  0.000  0.000  0.000
   1.35192    -21.416502  0.000  0.000  0.000  0.000
   1.31201    -21.416362  0.000  0.000  0.000  0.000
   1.27209    -21.416235  0.000  0.000  0.000  0.000
   1.23218    -21.416129  0.000  0.000  0.000  0.000
   1.19226    -21.416043  0.000  0.000  0.000  0.000
   1.15235    -21.415978  0.000  0.000  0.000  0.000
   1.11243    -21.415941  0.000  0.000  0.000  0.000
   1.07252    -21.415927  0.000  0.000  0.000  0.000
   1.07252    -21.415927  0.000  0.000  0.000  0.000
   1.04430    -21.415934  0.000  0.000  0.000  0.000
   1.01607    -21.415953  0.000  0.000  0.000  0.000
   0.98785    -21.415986  0.000  0.000  0.000  0.000
   0.95962    -21.416028  0.000  0.000  0.000  0.000
   0.93140    -21.416080  0.000  0.000  0.000  0.000
   0.90317    -21.416142  0.000  0.000  0.000  0.000
   0.87495    -21.416210  0.000  0.000  0.000  0.000
   0.84673    -21.416283  0.000  0.000  0.000  0.000
   0.81850    -21.416358  0.000  0.000  0.000  0.000
   0.79028    -21.416435  0.000  0.000  0.000  0.000
   0.76205    -21.416512  0.000  0.000  0.000  0.000
   0.73383    -21.416584  0.000  0.000  0.000  0.000
   0.70561    -21.416651  0.000  0.000  0.000  0.000
   0.67738    -21.416712  0.000  0.000  0.000  0.000
   0.64916    -21.416763  0.000  0.000  0.000  0.000
   0.62093    -21.416804  0.000  0.000  0.000  0.000
   0.59271    -21.416835  0.000  0.000  0.000  0.000
   0.56448    -21.416853  0.000  0.000  0.000  0.000
   0.53626    -21.416860  0.000  0.000  0.000  0.000
   0.53626    -21.416860  0.000  0.000  0.000  0.000
   0.50804    -21.416867  0.000  0.000  0.000  0.000
   0.47981    -21.416889  0.000  0.000  0.000  0.000
   0.45159    -21.416926  0.000  0.000  0.000  0.000
   0.42336    -21.416976  0.000  0.000  0.000  0.000
   0.39514    -21.417036  0.000  0.000  0.000  0.000
   0.36691    -21.417106  0.000  0.000  0.000  0.000
   0.33869    -21.417185  0.000  0.000  0.000  0.000
   0.31047    -21.417270  0.000  0.000  0.000  0.000
   0.28224    -21.417359  0.000  0.000  0.000  0.000
   0.25402    -21.417448  0.000  0.000  0.000  0.000
   0.22579    -21.417537  0.000  0.000  0.000  0.000
   0.19757    -21.417622  0.000  0.000  0.000  0.000
   0.16935    -21.417700  0.000  0.000  0.000  0.000
   0.14112    -21.417772  0.000  0.000  0.000  0.000
   0.11290    -21.417833  0.000  0.000  0.000  0.000
   0.08467    -21.417882  0.000  0.000  0.000  0.000
   0.05645    -21.417919  0.000  0.000  0.000  0.000
   0.02822    -21.417940  0.000  0.000  0.000  0.000
   0.00000    -21.417949  0.000  0.000  0.000  0.000
 
# Band-Index:    7
   0.00000    -14.809681  0.012  0.000  0.000  0.012
   0.02822    -14.808919  0.012  0.000  0.000  0.012
   0.05645    -14.806637  0.012  0.000  0.000  0.012
   0.08467    -14.802849  0.012  0.000  0.000  0.012
   0.11290    -14.797582  0.012  0.000  0.000  0.012
   0.14112    -14.790874  0.012  0.000  0.000  0.012
   0.16935    -14.782775  0.012  0.000  0.000  0.012
   0.19757    -14.773344  0.011  0.000  0.000  0.011
   0.22579    -14.762651  0.010  0.000  0.000  0.011
   0.25402    -14.750778  0.010  0.000  0.000  0.012
   0.28224    -14.737827  0.010  0.001  0.000  0.012
   0.31047    -14.723913  0.010  0.001  0.000  0.011
   0.33869    -14.709184  0.010  0.001  0.000  0.011
   0.36691    -14.693818  0.010  0.001  0.000  0.011
   0.39514    -14.678052  0.010  0.001  0.000  0.011
   0.42336    -14.662221  0.010  0.001  0.000  0.011
   0.45159    -14.646882  0.010  0.001  0.000  0.011
   0.47981    -14.633037  0.011  0.001  0.000  0.012
   0.50804    -14.622612  0.011  0.000  0.000  0.012
   0.53626    -14.618549  0.011  0.000  0.000  0.011
   0.53626    -14.618549  0.011  0.000  0.000  0.011
   0.56448    -14.618043  0.011  0.000  0.000  0.011
   0.59271    -14.616539  0.011  0.000  0.000  0.012
