#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  60 384
# Band-Index:    1
   0.87495    -21.603344  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.84673    -21.603445  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.81850    -21.603549  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.79028    -21.603655  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.76205    -21.603761  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.73383    -21.603860  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.70561    -21.603954  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.67738    -21.604038  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.64916    -21.604109  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.62093    -21.604166  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.59271    -21.604209  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.56448    -21.604235  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.53626    -21.604244  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.53626    -21.604244  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.50804    -21.604253  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.47981    -21.604282  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.45159    -21.604330  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.42336    -21.604395  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.39514    -21.604473  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.36691    -21.604566  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.33869    -21.604670  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.31047    -21.604781  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.28224    -21.604898  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.25402    -21.605015  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.22579    -21.605131  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.19757    -21.605243  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.16935    -21.605347  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.14112    -21.605441  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.11290    -21.605521  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.08467    -21.605586  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.05645    -21.605635  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.02822    -21.605664  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.00000    -21.605675  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
 
# Band-Index:    3
   0.00000    -21.603956  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.02822    -21.603945  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.05645    -21.603917  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.08467    -21.603869  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.11290    -21.603804  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.14112    -21.603725  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.16935    -21.603631  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.19757    -21.603528  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.22579    -21.603416  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.25402    -21.603300  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.28224    -21.603183  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.31047    -21.603066  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.33869    -21.602955  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.36691    -21.602851  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.39514    -21.602758  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.42336    -21.602678  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.45159    -21.602613  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.47981    -21.602565  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.50804    -21.602535  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.53626    -21.602526  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.53626    -21.602526  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.56448    -21.602517  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.59271    -21.602491  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.62093    -21.602449  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.64916    -21.602392  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.67738    -21.602322  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.70561    -21.602238  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.73383    -21.602145  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
